age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
63, Local-gov,83791, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States
29, Private,157950, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
53, Self-emp-not-inc,169112, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary
44, Private,238188, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
45, ?,214800, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States
47, Private,78022, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
56, Private,202435, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States
27, Private,581128, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States
38, Private,101387, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,43, United-States
30, Private,175761, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,2580,0,40, United-States
20, Self-emp-inc,83141, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
26, Private,43311, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
34, Private,85632, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
47, Private,152572, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico
38, Private,191137, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
37, Private,175185, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
41, Private,156580, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Dominican-Republic
24, Private,188274, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
33, Private,289442, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
67, Private,120900, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,12, United-States
48, Private,195554, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States
57, Local-gov,196126, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
25, Private,132327, Some-college,10, Separated, Adm-clerical, Other-relative, Other, Female,0,0,40, Ecuador
18, Private,421350, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States
56, State-gov,118614, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
60, Federal-gov,286253, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
77, Self-emp-inc,29702, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States
58, Private,123886, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States
58, Self-emp-not-inc,359972, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States
43, Local-gov,225165, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
19, Private,136391, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States
37, Private,193106, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States
51, Local-gov,259646, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
46, Local-gov,93639, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
38, Private,111128, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States
24, Private,142566, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States
52, Private,153155, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States
27, Private,225746, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States
34, Private,188798, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, United-States
47, Private,96798, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
41, ?,168071, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
41, Private,184583, Some-college,10, Divorced, Other-service, Unmarried, White, Male,0,0,59, United-States
17, Private,355559, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,18, United-States
58, Local-gov,81132, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,80, Philippines
31, Federal-gov,194141, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
42, State-gov,60949, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
63, Private,50120, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1573,25, United-States
26, Private,155459, Bachelors,13, Never-married, Protective-serv, Other-relative, White, Male,0,0,45, United-States
65, ?,104454, Bachelors,13, Widowed, ?, Unmarried, White, Female,0,0,40, United-States
25, Private,279833, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1590,44, United-States
33, Private,166275, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
38, Private,65291, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States
62, Self-emp-not-inc,265007, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ecuador
37, Private,98776, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
30, State-gov,136997, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
28, Private,179008, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
42, ?,148951, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,12, Ecuador
57, Private,122562, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
24, Private,194247, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
48, Private,226696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
35, Private,214738, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States
22, ?,144210, 11th,7, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States
24, State-gov,138513, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States
19, Private,283945, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States
23, Private,102652, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States
25, Private,128699, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States
61, ?,38603, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,20, United-States
36, Private,189703, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States
18, ?,103497, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States
23, Private,66432, Some-college,10, Separated, Sales, Unmarried, Black, Female,0,0,35, United-States
28, Private,302903, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1485,40, United-States
25, Private,175382, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States
24, Private,209034, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States
57, Private,27459, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
50, Private,53497, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
36, Private,184655, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
41, ?,38434, Masters,14, Married-civ-spouse, ?, Wife, White, Female,7688,0,10, United-States
22, Private,269623, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
61, State-gov,140851, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
18, ?,33241, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
28, Private,109001, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
34, Private,320077, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
27, Private,169544, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
31, Private,208798, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
48, Private,47343, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,70, United-States
30, Private,96480, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States
46, State-gov,135854, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States
30, Private,80933, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
28, Local-gov,91670, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States
45, Private,157980, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States
17, Private,347000, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States
60, Federal-gov,54701, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
36, Self-emp-not-inc,125933, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States
62, ?,268315, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States
53, Self-emp-inc,167914, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,1876,50, United-States
17, Private,216137, 9th,5, Never-married, Sales, Own-child, White, Female,0,0,15, United-States
38, Federal-gov,198841, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
30, Private,192644, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
46, Private,99699, Bachelors,13, Separated, Prof-specialty, Not-in-family, Black, Female,0,1876,40, United-States
41, Private,104196, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
40, Private,421837, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
23, Private,131230, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,0,0,50, United-States
33, Private,301251, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
32, Private,107142, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,50, United-States
42, Private,444134, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
40, Private,210857, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States
60, Federal-gov,142769, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
40, Private,301359, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
61, Private,202060, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,34, United-States
24, Private,84319, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
62, Private,67320, HS-grad,9, Widowed, Other-service, Other-relative, Black, Female,0,0,40, United-States
20, ?,313045, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
41, ?,45186, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
28, Local-gov,312372, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States
49, Private,368355, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States
22, Private,316304, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States
23, Private,249087, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States
21, Private,114292, 11th,7, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States
51, Private,75640, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
40, Private,234397, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States
60, Self-emp-inc,96660, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,8, United-States
59, Private,172667, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
62, Local-gov,106069, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
64, Self-emp-not-inc,217380, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,2559,60, United-States
38, Private,196123, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
59, Self-emp-not-inc,78020, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
47, Private,100009, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States
41, Self-emp-inc,443508, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States
58, Private,101338, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece
24, Private,324445, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
21, Private,811615, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, United-States
64, Self-emp-inc,182158, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States
48, Federal-gov,102359, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States
47, Private,349151, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
17, Local-gov,161955, 11th,7, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States
58, Private,172238, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,0,0,50, United-States
26, Private,220656, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States
32, Private,176410, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States
32, State-gov,33945, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
48, Private,167159, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
54, Private,209947, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States
23, Private,60409, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States
